"","sex.x","subject_name","YAG.x","SECTIONNAME.x","YAG.y","SECTIONNAME.y","count","qualification_TR.x"
"29","M","Law",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",580,"First degree"
"30","F","Medical sciences",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",575,"First degree"
"31","M","Economics",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",565,"First degree"
"32","F","Business and management",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",550,"First degree"
"33","M","Economics",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",535,"First degree"
"34","M","Business and management",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",525,"First degree"
"35","M","Allied health",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",520,"First degree"
"36","F","Psychology",1,"EDUCATION",3,"EDUCATION",515,"First degree"
"37","F","Sociology, social policy and anthropology",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",515,"First degree"
"38","F","Business and management",1,"EDUCATION",3,"EDUCATION",495,"First degree"
"39","M","Computing",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",480,"First degree"
"40","M","Sport and exercise sciences",1,"EDUCATION",3,"EDUCATION",475,"First degree"
"41","M","Nursing and midwifery",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",470,"First degree"
"42","M","Creative arts and design",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",460,"First degree"
"43","F","Business and management",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",455,"First degree"
"44","M","Business and management",1,"MANUFACTURING",3,"MANUFACTURING",445,"First degree"
"45","F","Business and management",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",430,"First degree"
"46","M","Computing",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",420,"First degree"
"47","F","Sociology, social policy and anthropology",1,"EDUCATION",3,"EDUCATION",410,"First degree"
"48","M","Creative arts and design",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",405,"First degree"
"49","M","Engineering",1,"CONSTRUCTION",3,"CONSTRUCTION",400,"First degree"
"50","F","Combined and general studies",1,"EDUCATION",3,"EDUCATION",395,"First degree"
"51","F","Creative arts and design",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",390,"First degree"
"52","F","Media, journalism and communications",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",390,"First degree"
"53","F","Creative arts and design",1,"EDUCATION",3,"EDUCATION",390,"First degree"
"54","M","Mathematical sciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",380,"First degree"
"55","F","Performing arts",1,"EDUCATION",3,"EDUCATION",380,"First degree"
"56","M","Engineering",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",370,"First degree"
"57","M","Geography, earth and environmental studies",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",365,"First degree"
"58","F","Business and management",1,"MANUFACTURING",3,"MANUFACTURING",365,"First degree"
"59","F","Biosciences",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",365,"First degree"
"60","F","English studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",360,"First degree"
"61","M","Media, journalism and communications",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",355,"First degree"
"62","M","Business and management",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",355,"First degree"
"63","F","Media, journalism and communications",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",345,"First degree"
"64","F","Sociology, social policy and anthropology",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",345,"First degree"
"65","F","Performing arts",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",340,"First degree"
"66","F","Sociology, social policy and anthropology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",340,"First degree"
"67","F","Psychology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",340,"First degree"
"68","F","Creative arts and design",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",335,"First degree"
"69","M","Mathematical sciences",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",335,"First degree"
"70","M","Media, journalism and communications",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",335,"First degree"
"71","F","English studies",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",320,"First degree"
"72","F","Mathematical sciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",315,"First degree"
"73","F","Veterinary sciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",315,"First degree"
"74","F","English studies",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",315,"First degree"
"75","F","Sport and exercise sciences",1,"EDUCATION",3,"EDUCATION",310,"First degree"
"76","M","Performing arts",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",305,"First degree"
"77","F","History and archaeology",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",300,"First degree"
"78","M","History and archaeology",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",300,"First degree"
"79","F","Allied health",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",295,"First degree"
"80","M","Business and management",1,"TRANSPORTATION AND STORAGE",3,"TRANSPORTATION AND STORAGE",295,"First degree"
"81","F","History and archaeology",1,"EDUCATION",3,"EDUCATION",290,"First degree"
"82","M","Sport and exercise sciences",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",285,"First degree"
"83","M","Engineering",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",280,"First degree"
"84","F","Geography, earth and environmental studies",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",280,"First degree"
"85","F","Creative arts and design",1,"MANUFACTURING",3,"MANUFACTURING",270,"First degree"
"86","M","Sport and exercise sciences",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ARTS, ENTERTAINMENT AND RECREATION",270,"First degree"
"87","M","Computing",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",265,"First degree"
"88","M","Creative arts and design",1,"MANUFACTURING",3,"MANUFACTURING",265,"First degree"
"89","F","Biosciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",265,"First degree"
"90","M","Computing",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",260,"First degree"
"91","F","Psychology",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",255,"First degree"
"92","F","Engineering",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",255,"First degree"
"93","M","Medical sciences",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",250,"First degree"
"94","F","Media, journalism and communications",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",250,"First degree"
"95","F","Pharmacology, toxicology and pharmacy",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",245,"First degree"
"96","M","Business and management",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",245,"First degree"
"97","F","Economics",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",240,"First degree"
"98","F","Performing arts",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",235,"First degree"
"99","M","Creative arts and design",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",235,"First degree"
"100","F","Creative arts and design",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",230,"First degree"
"101","M","Biosciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",230,"First degree"
"102","F","Creative arts and design",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",230,"First degree"
"103","F","Business and management",1,"TRANSPORTATION AND STORAGE",3,"TRANSPORTATION AND STORAGE",225,"First degree"
"104","F","History and archaeology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",225,"First degree"
"105","M","Mathematical sciences",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",225,"First degree"
"106","F","Sociology, social policy and anthropology",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",225,"First degree"
"107","F","Performing arts",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ARTS, ENTERTAINMENT AND RECREATION",215,"First degree"
"108","M","Engineering",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",215,"First degree"
"109","F","Sociology, social policy and anthropology",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",215,"First degree"
"110","M","Business and management",1,"EDUCATION",3,"EDUCATION",215,"First degree"
"111","F","Allied health",1,"EDUCATION",3,"EDUCATION",210,"First degree"
"112","M","Sociology, social policy and anthropology",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",210,"First degree"
"113","M","Computing",1,"MANUFACTURING",3,"MANUFACTURING",210,"First degree"
"114","M","History and archaeology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",205,"First degree"
"115","F","Mathematical sciences",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",205,"First degree"
"116","F","Computing",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",205,"First degree"
"117","M","Computing",1,"EDUCATION",3,"EDUCATION",200,"First degree"
"118","F","Education and teaching",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",200,"First degree"
"119","F","Languages and area studies",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",200,"First degree"
"120","F","Health and social care",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",195,"First degree"
"121","F","Education and teaching",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",195,"First degree"
"122","M","Performing arts",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",190,"First degree"
"123","F","Education and teaching",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",190,"First degree"
"124","M","Performing arts",1,"EDUCATION",3,"EDUCATION",190,"First degree"
"125","F","Law",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",190,"First degree"
"126","M","Sport and exercise sciences",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",185,"First degree"
"127","M","History and archaeology",1,"EDUCATION",3,"EDUCATION",180,"First degree"
"128","F","Engineering",1,"MANUFACTURING",3,"MANUFACTURING",180,"First degree"
"129","M","History and archaeology",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",180,"First degree"
"130","F","Psychology",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",175,"First degree"
"131","M","Business and management",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",175,"First degree"
"132","M","Media, journalism and communications",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",175,"First degree"
"133","M","Business and management",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ARTS, ENTERTAINMENT AND RECREATION",175,"First degree"
"134","F","Psychology",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",175,"First degree"
"135","M","Geography, earth and environmental studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",175,"First degree"
"136","F","Law",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",170,"First degree"
"137","F","English studies",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",170,"First degree"
"138","F","English studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",170,"First degree"
"139","F","Biosciences",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",170,"First degree"
"140","F","Combined and general studies",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",170,"First degree"
"141","F","Architecture, building and planning",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",170,"First degree"
"142","F","Economics",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",170,"First degree"
"143","M","Engineering",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",170,"First degree"
"144","M","Biosciences",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",170,"First degree"
"145","F","Creative arts and design",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",170,"First degree"
"146","M","Pharmacology, toxicology and pharmacy",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",170,"First degree"
"147","F","Languages and area studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",165,"First degree"
"148","F","Education and teaching",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",165,"First degree"
"149","F","Law",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",165,"First degree"
"150","M","Architecture, building and planning",1,"REAL ESTATE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",165,"First degree"
"151","M","Physics and astronomy",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",160,"First degree"
"152","F","Business and management",1,"REAL ESTATE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",160,"First degree"
"153","F","Sociology, social policy and anthropology",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",160,"First degree"
"154","M","Health and social care",1,"EDUCATION",3,"EDUCATION",160,"First degree"
"155","M","Business and management",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",160,"First degree"
"156","M","Business and management",1,"REAL ESTATE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",160,"First degree"
"157","F","Languages and area studies",1,"EDUCATION",3,"EDUCATION",155,"First degree"
"158","M","Politics",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",155,"First degree"
"159","F","Creative arts and design",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ARTS, ENTERTAINMENT AND RECREATION",155,"First degree"
"160","F","Biosciences",1,"EDUCATION",3,"EDUCATION",150,"First degree"
"161","M","Sociology, social policy and anthropology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",150,"First degree"
"162","M","Engineering",1,"TRANSPORTATION AND STORAGE",3,"TRANSPORTATION AND STORAGE",150,"First degree"
"163","F","Business and management",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",150,"First degree"
"164","M","Chemistry",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",150,"First degree"
"165","F","Education and teaching",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"EDUCATION",150,"First degree"
